dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,continentExp
01/07/2020,1,7,2020,279,13,Afghanistan,AF,Asia
30/06/2020,30,6,2020,271,12,Afghanistan,AF,Asia
29/06/2020,29,6,2020,351,18,Afghanistan,AF,Asia
28/06/2020,28,6,2020,165,20,Afghanistan,AF,Asia
27/06/2020,27,6,2020,276,8,Afghanistan,AF,Asia
26/06/2020,26,6,2020,460,36,Afghanistan,AF,Asia
25/06/2020,25,6,2020,234,21,Afghanistan,AF,Asia
24/06/2020,24,6,2020,338,20,Afghanistan,AF,Asia
23/06/2020,23,6,2020,310,17,Afghanistan,AF,Asia
22/06/2020,22,6,2020,409,12,Afghanistan,AF,Asia
21/06/2020,21,6,2020,546,21,Afghanistan,AF,Asia
20/06/2020,20,6,2020,346,2,Afghanistan,AF,Asia
19/06/2020,19,6,2020,658,42,Afghanistan,AF,Asia
18/06/2020,18,6,2020,564,13,Afghanistan,AF,Asia
17/06/2020,17,6,2020,783,13,Afghanistan,AF,Asia
16/06/2020,16,6,2020,761,7,Afghanistan,AF,Asia
15/06/2020,15,6,2020,664,20,Afghanistan,AF,Asia
14/06/2020,14,6,2020,556,5,Afghanistan,AF,Asia
13/06/2020,13,6,2020,656,20,Afghanistan,AF,Asia
12/06/2020,12,6,2020,747,21,Afghanistan,AF,Asia
11/06/2020,11,6,2020,684,21,Afghanistan,AF,Asia
10/06/2020,10,6,2020,542,15,Afghanistan,AF,Asia
09/06/2020,9,6,2020,575,12,Afghanistan,AF,Asia
08/06/2020,8,6,2020,791,30,Afghanistan,AF,Asia
07/06/2020,7,6,2020,582,18,Afghanistan,AF,Asia
06/06/2020,6,6,2020,915,9,Afghanistan,AF,Asia
05/06/2020,5,6,2020,787,6,Afghanistan,AF,Asia
04/06/2020,4,6,2020,758,24,Afghanistan,AF,Asia
03/06/2020,3,6,2020,759,5,Afghanistan,AF,Asia
02/06/2020,2,6,2020,545,8,Afghanistan,AF,Asia
01/06/2020,1,6,2020,680,8,Afghanistan,AF,Asia
31/05/2020,31,5,2020,866,3,Afghanistan,AF,Asia
30/05/2020,30,5,2020,623,11,Afghanistan,AF,Asia
29/05/2020,29,5,2020,580,8,Afghanistan,AF,Asia
28/05/2020,28,5,2020,625,7,Afghanistan,AF,Asia
27/05/2020,27,5,2020,658,1,Afghanistan,AF,Asia
26/05/2020,26,5,2020,591,1,Afghanistan,AF,Asia
25/05/2020,25,5,2020,584,2,Afghanistan,AF,Asia
24/05/2020,24,5,2020,782,11,Afghanistan,AF,Asia
23/05/2020,23,5,2020,540,12,Afghanistan,AF,Asia
22/05/2020,22,5,2020,531,6,Afghanistan,AF,Asia
21/05/2020,21,5,2020,492,9,Afghanistan,AF,Asia
20/05/2020,20,5,2020,581,5,Afghanistan,AF,Asia
19/05/2020,19,5,2020,408,4,Afghanistan,AF,Asia
18/05/2020,18,5,2020,262,1,Afghanistan,AF,Asia
17/05/2020,17,5,2020,0,0,Afghanistan,AF,Asia
16/05/2020,16,5,2020,1063,32,Afghanistan,AF,Asia
15/05/2020,15,5,2020,113,6,Afghanistan,AF,Asia
14/05/2020,14,5,2020,259,3,Afghanistan,AF,Asia
13/05/2020,13,5,2020,280,5,Afghanistan,AF,Asia
12/05/2020,12,5,2020,285,2,Afghanistan,AF,Asia
11/05/2020,11,5,2020,369,5,Afghanistan,AF,Asia
10/05/2020,10,5,2020,255,6,Afghanistan,AF,Asia
09/05/2020,9,5,2020,215,3,Afghanistan,AF,Asia
08/05/2020,8,5,2020,171,2,Afghanistan,AF,Asia
07/05/2020,7,5,2020,168,9,Afghanistan,AF,Asia
06/05/2020,6,5,2020,330,5,Afghanistan,AF,Asia
05/05/2020,5,5,2020,190,5,Afghanistan,AF,Asia
04/05/2020,4,5,2020,235,13,Afghanistan,AF,Asia
03/05/2020,3,5,2020,134,4,Afghanistan,AF,Asia
02/05/2020,2,5,2020,164,4,Afghanistan,AF,Asia
01/05/2020,1,5,2020,222,4,Afghanistan,AF,Asia
30/04/2020,30,4,2020,122,0,Afghanistan,AF,Asia
29/04/2020,29,4,2020,124,3,Afghanistan,AF,Asia
28/04/2020,28,4,2020,172,0,Afghanistan,AF,Asia
27/04/2020,27,4,2020,68,10,Afghanistan,AF,Asia
26/04/2020,26,4,2020,112,4,Afghanistan,AF,Asia
25/04/2020,25,4,2020,70,1,Afghanistan,AF,Asia
24/04/2020,24,4,2020,105,2,Afghanistan,AF,Asia
23/04/2020,23,4,2020,84,4,Afghanistan,AF,Asia
22/04/2020,22,4,2020,61,1,Afghanistan,AF,Asia
21/04/2020,21,4,2020,35,2,Afghanistan,AF,Asia
20/04/2020,20,4,2020,88,3,Afghanistan,AF,Asia
19/04/2020,19,4,2020,63,0,Afghanistan,AF,Asia
18/04/2020,18,4,2020,51,1,Afghanistan,AF,Asia
17/04/2020,17,4,2020,10,4,Afghanistan,AF,Asia
16/04/2020,16,4,2020,70,2,Afghanistan,AF,Asia
15/04/2020,15,4,2020,49,2,Afghanistan,AF,Asia
14/04/2020,14,4,2020,58,3,Afghanistan,AF,Asia
13/04/2020,13,4,2020,52,0,Afghanistan,AF,Asia
12/04/2020,12,4,2020,34,3,Afghanistan,AF,Asia
11/04/2020,11,4,2020,37,0,Afghanistan,AF,Asia
10/04/2020,10,4,2020,61,1,Afghanistan,AF,Asia
09/04/2020,9,4,2020,56,3,Afghanistan,AF,Asia
08/04/2020,8,4,2020,30,4,Afghanistan,AF,Asia
07/04/2020,7,4,2020,38,0,Afghanistan,AF,Asia
06/04/2020,6,4,2020,29,2,Afghanistan,AF,Asia
05/04/2020,5,4,2020,35,1,Afghanistan,AF,Asia
04/04/2020,4,4,2020,0,0,Afghanistan,AF,Asia
03/04/2020,3,4,2020,43,0,Afghanistan,AF,Asia
02/04/2020,2,4,2020,26,0,Afghanistan,AF,Asia
01/04/2020,1,4,2020,25,0,Afghanistan,AF,Asia
31/03/2020,31,3,2020,27,0,Afghanistan,AF,Asia
30/03/2020,30,3,2020,8,1,Afghanistan,AF,Asia
29/03/2020,29,3,2020,15,1,Afghanistan,AF,Asia
28/03/2020,28,3,2020,16,1,Afghanistan,AF,Asia
27/03/2020,27,3,2020,0,0,Afghanistan,AF,Asia
26/03/2020,26,3,2020,33,0,Afghanistan,AF,Asia
25/03/2020,25,3,2020,2,0,Afghanistan,AF,Asia
24/03/2020,24,3,2020,6,1,Afghanistan,AF,Asia
23/03/2020,23,3,2020,10,0,Afghanistan,AF,Asia
22/03/2020,22,3,2020,0,0,Afghanistan,AF,Asia
21/03/2020,21,3,2020,2,0,Afghanistan,AF,Asia
20/03/2020,20,3,2020,0,0,Afghanistan,AF,Asia
19/03/2020,19,3,2020,0,0,Afghanistan,AF,Asia
18/03/2020,18,3,2020,1,0,Afghanistan,AF,Asia
17/03/2020,17,3,2020,5,0,Afghanistan,AF,Asia
16/03/2020,16,3,2020,6,0,Afghanistan,AF,Asia
15/03/2020,15,3,2020,3,0,Afghanistan,AF,Asia
11/03/2020,11,3,2020,3,0,Afghanistan,AF,Asia
08/03/2020,8,3,2020,3,0,Afghanistan,AF,Asia
02/03/2020,2,3,2020,0,0,Afghanistan,AF,Asia
01/03/2020,1,3,2020,0,0,Afghanistan,AF,Asia
29/02/2020,29,2,2020,0,0,Afghanistan,AF,Asia
28/02/2020,28,2,2020,0,0,Afghanistan,AF,Asia
27/02/2020,27,2,2020,0,0,Afghanistan,AF,Asia
26/02/2020,26,2,2020,0,0,Afghanistan,AF,Asia
25/02/2020,25,2,2020,1,0,Afghanistan,AF,Asia
24/02/2020,24,2,2020,0,0,Afghanistan,AF,Asia
23/02/2020,23,2,2020,0,0,Afghanistan,AF,Asia
22/02/2020,22,2,2020,0,0,Afghanistan,AF,Asia
21/02/2020,21,2,2020,0,0,Afghanistan,AF,Asia
20/02/2020,20,2,2020,0,0,Afghanistan,AF,Asia
19/02/2020,19,2,2020,0,0,Afghanistan,AF,Asia
18/02/2020,18,2,2020,0,0,Afghanistan,AF,Asia
17/02/2020,17,2,2020,0,0,Afghanistan,AF,Asia
16/02/2020,16,2,2020,0,0,Afghanistan,AF,Asia
15/02/2020,15,2,2020,0,0,Afghanistan,AF,Asia
14/02/2020,14,2,2020,0,0,Afghanistan,AF,Asia
13/02/2020,13,2,2020,0,0,Afghanistan,AF,Asia
12/02/2020,12,2,2020,0,0,Afghanistan,AF,Asia
11/02/2020,11,2,2020,0,0,Afghanistan,AF,Asia
10/02/2020,10,2,2020,0,0,Afghanistan,AF,Asia
09/02/2020,9,2,2020,0,0,Afghanistan,AF,Asia
08/02/2020,8,2,2020,0,0,Afghanistan,AF,Asia
07/02/2020,7,2,2020,0,0,Afghanistan,AF,Asia
06/02/2020,6,2,2020,0,0,Afghanistan,AF,Asia
05/02/2020,5,2,2020,0,0,Afghanistan,AF,Asia
04/02/2020,4,2,2020,0,0,Afghanistan,AF,Asia
03/02/2020,3,2,2020,0,0,Afghanistan,AF,Asia
02/02/2020,2,2,2020,0,0,Afghanistan,AF,Asia
01/02/2020,1,2,2020,0,0,Afghanistan,AF,Asia
31/01/2020,31,1,2020,0,0,Afghanistan,AF,Asia
30/01/2020,30,1,2020,0,0,Afghanistan,AF,Asia
29/01/2020,29,1,2020,0,0,Afghanistan,AF,Asia
28/01/2020,28,1,2020,0,0,Afghanistan,AF,Asia
27/01/2020,27,1,2020,0,0,Afghanistan,AF,Asia
26/01/2020,26,1,2020,0,0,Afghanistan,AF,Asia
25/01/2020,25,1,2020,0,0,Afghanistan,AF,Asia
24/01/2020,24,1,2020,0,0,Afghanistan,AF,Asia
23/01/2020,23,1,2020,0,0,Afghanistan,AF,Asia
22/01/2020,22,1,2020,0,0,Afghanistan,AF,Asia
21/01/2020,21,1,2020,0,0,Afghanistan,AF,Asia
20/01/2020,20,1,2020,0,0,Afghanistan,AF,Asia
19/01/2020,19,1,2020,0,0,Afghanistan,AF,Asia
18/01/2020,18,1,2020,0,0,Afghanistan,AF,Asia
17/01/2020,17,1,2020,0,0,Afghanistan,AF,Asia
16/01/2020,16,1,2020,0,0,Afghanistan,AF,Asia
15/01/2020,15,1,2020,0,0,Afghanistan,AF,Asia
14/01/2020,14,1,2020,0,0,Afghanistan,AF,Asia
13/01/2020,13,1,2020,0,0,Afghanistan,AF,Asia
12/01/2020,12,1,2020,0,0,Afghanistan,AF,Asia
11/01/2020,11,1,2020,0,0,Afghanistan,AF,Asia
10/01/2020,10,1,2020,0,0,Afghanistan,AF,Asia
09/01/2020,9,1,2020,0,0,Afghanistan,AF,Asia
08/01/2020,8,1,2020,0,0,Afghanistan,AF,Asia
07/01/2020,7,1,2020,0,0,Afghanistan,AF,Asia
06/01/2020,6,1,2020,0,0,Afghanistan,AF,Asia
05/01/2020,5,1,2020,0,0,Afghanistan,AF,Asia
04/01/2020,4,1,2020,0,0,Afghanistan,AF,Asia
03/01/2020,3,1,2020,0,0,Afghanistan,AF,Asia
02/01/2020,2,1,2020,0,0,Afghanistan,AF,Asia
01/01/2020,1,1,2020,0,0,Afghanistan,AF,Asia
31/12/2019,31,12,2019,0,0,Afghanistan,AF,Asia
01/07/2020,1,7,2020,69,4,Albania,AL,Europe
30/06/2020,30,6,2020,64,3,Albania,AL,Europe
29/06/2020,29,6,2020,72,2,Albania,AL,Europe
28/06/2020,28,6,2020,61,2,Albania,AL,Europe
27/06/2020,27,6,2020,77,2,Albania,AL,Europe
26/06/2020,26,6,2020,78,2,Albania,AL,Europe
25/06/2020,25,6,2020,67,2,Albania,AL,Europe
24/06/2020,24,6,2020,52,1,Albania,AL,Europe
23/06/2020,23,6,2020,68,0,Albania,AL,Europe
22/06/2020,22,6,2020,36,1,Albania,AL,Europe
21/06/2020,21,6,2020,53,1,Albania,AL,Europe
20/06/2020,20,6,2020,50,3,Albania,AL,Europe
19/06/2020,19,6,2020,66,1,Albania,AL,Europe
18/06/2020,18,6,2020,50,1,Albania,AL,Europe
17/06/2020,17,6,2020,82,1,Albania,AL,Europe
16/06/2020,16,6,2020,69,0,Albania,AL,Europe
15/06/2020,15,6,2020,57,0,Albania,AL,Europe
14/06/2020,14,6,2020,48,0,Albania,AL,Europe
13/06/2020,13,6,2020,31,1,Albania,AL,Europe
12/06/2020,12,6,2020,44,1,Albania,AL,Europe
11/06/2020,11,6,2020,42,0,Albania,AL,Europe
10/06/2020,10,6,2020,36,0,Albania,AL,Europe
09/06/2020,9,6,2020,17,0,Albania,AL,Europe
08/06/2020,8,6,2020,14,0,Albania,AL,Europe
07/06/2020,7,6,2020,20,1,Albania,AL,Europe
06/06/2020,6,6,2020,15,0,Albania,AL,Europe
05/06/2020,5,6,2020,13,0,Albania,AL,Europe
04/06/2020,4,6,2020,20,0,Albania,AL,Europe
03/06/2020,3,6,2020,21,0,Albania,AL,Europe
02/06/2020,2,6,2020,6,0,Albania,AL,Europe
01/06/2020,1,6,2020,15,0,Albania,AL,Europe
31/05/2020,31,5,2020,23,0,Albania,AL,Europe
30/05/2020,30,5,2020,23,0,Albania,AL,Europe
29/05/2020,29,5,2020,26,0,Albania,AL,Europe
28/05/2020,28,5,2020,21,0,Albania,AL,Europe
27/05/2020,27,5,2020,25,1,Albania,AL,Europe
26/05/2020,26,5,2020,6,0,Albania,AL,Europe
25/05/2020,25,5,2020,9,1,Albania,AL,Europe
24/05/2020,24,5,2020,8,0,Albania,AL,Europe
23/05/2020,23,5,2020,12,0,Albania,AL,Europe
22/05/2020,22,5,2020,5,0,Albania,AL,Europe
21/05/2020,21,5,2020,15,0,Albania,AL,Europe
20/05/2020,20,5,2020,1,0,Albania,AL,Europe
19/05/2020,19,5,2020,2,0,Albania,AL,Europe
18/05/2020,18,5,2020,13,0,Albania,AL,Europe
17/05/2020,17,5,2020,17,0,Albania,AL,Europe
16/05/2020,16,5,2020,18,0,Albania,AL,Europe
15/05/2020,15,5,2020,18,0,Albania,AL,Europe
14/05/2020,14,5,2020,4,0,Albania,AL,Europe
13/05/2020,13,5,2020,4,0,Albania,AL,Europe
12/05/2020,12,5,2020,4,0,Albania,AL,Europe
11/05/2020,11,5,2020,12,0,Albania,AL,Europe
10/05/2020,10,5,2020,6,0,Albania,AL,Europe
09/05/2020,9,5,2020,8,0,Albania,AL,Europe
08/05/2020,8,5,2020,10,0,Albania,AL,Europe
07/05/2020,7,5,2020,12,0,Albania,AL,Europe
06/05/2020,6,5,2020,17,0,Albania,AL,Europe
05/05/2020,5,5,2020,8,0,Albania,AL,Europe
04/05/2020,4,5,2020,6,0,Albania,AL,Europe
03/05/2020,3,5,2020,7,0,Albania,AL,Europe
02/05/2020,2,5,2020,9,0,Albania,AL,Europe
01/05/2020,1,5,2020,7,0,Albania,AL,Europe
30/04/2020,30,4,2020,16,1,Albania,AL,Europe
29/04/2020,29,4,2020,14,2,Albania,AL,Europe
28/04/2020,28,4,2020,10,0,Albania,AL,Europe
27/04/2020,27,4,2020,14,1,Albania,AL,Europe
26/04/2020,26,4,2020,34,0,Albania,AL,Europe
25/04/2020,25,4,2020,15,0,Albania,AL,Europe
24/04/2020,24,4,2020,29,0,Albania,AL,Europe
23/04/2020,23,4,2020,25,1,Albania,AL,Europe
22/04/2020,22,4,2020,25,0,Albania,AL,Europe
21/04/2020,21,4,2020,22,0,Albania,AL,Europe
20/04/2020,20,4,2020,14,0,Albania,AL,Europe
19/04/2020,19,4,2020,9,0,Albania,AL,Europe
18/04/2020,18,4,2020,21,0,Albania,AL,Europe
17/04/2020,17,4,2020,24,1,Albania,AL,Europe
16/04/2020,16,4,2020,19,1,Albania,AL,Europe
15/04/2020,15,4,2020,8,1,Albania,AL,Europe
14/04/2020,14,4,2020,21,0,Albania,AL,Europe
13/04/2020,13,4,2020,13,0,Albania,AL,Europe
12/04/2020,12,4,2020,17,0,Albania,AL,Europe
11/04/2020,11,4,2020,7,0,Albania,AL,Europe
10/04/2020,10,4,2020,9,1,Albania,AL,Europe
09/04/2020,9,4,2020,17,0,Albania,AL,Europe
08/04/2020,8,4,2020,6,0,Albania,AL,Europe
07/04/2020,7,4,2020,16,1,Albania,AL,Europe
06/04/2020,6,4,2020,28,2,Albania,AL,Europe
05/04/2020,5,4,2020,29,2,Albania,AL,Europe
04/04/2020,4,4,2020,27,1,Albania,AL,Europe
03/04/2020,3,4,2020,18,1,Albania,AL,Europe
02/04/2020,2,4,2020,16,0,Albania,AL,Europe
01/04/2020,1,4,2020,20,3,Albania,AL,Europe
31/03/2020,31,3,2020,11,2,Albania,AL,Europe
30/03/2020,30,3,2020,15,0,Albania,AL,Europe
29/03/2020,29,3,2020,11,1,Albania,AL,Europe
28/03/2020,28,3,2020,12,3,Albania,AL,Europe
27/03/2020,27,3,2020,28,1,Albania,AL,Europe
26/03/2020,26,3,2020,23,0,Albania,AL,Europe
25/03/2020,25,3,2020,23,1,Albania,AL,Europe
24/03/2020,24,3,2020,11,2,Albania,AL,Europe
23/03/2020,23,3,2020,13,0,Albania,AL,Europe
22/03/2020,22,3,2020,6,0,Albania,AL,Europe
21/03/2020,21,3,2020,0,0,Albania,AL,Europe
20/03/2020,20,3,2020,11,0,Albania,AL,Europe
19/03/2020,19,3,2020,4,1,Albania,AL,Europe
18/03/2020,18,3,2020,4,0,Albania,AL,Europe
17/03/2020,17,3,2020,9,0,Albania,AL,Europe
16/03/2020,16,3,2020,4,0,Albania,AL,Europe
15/03/2020,15,3,2020,5,0,Albania,AL,Europe
14/03/2020,14,3,2020,10,0,Albania,AL,Europe
13/03/2020,13,3,2020,12,0,Albania,AL,Europe
12/03/2020,12,3,2020,1,1,Albania,AL,Europe
11/03/2020,11,3,2020,4,0,Albania,AL,Europe
10/03/2020,10,3,2020,4,0,Albania,AL,Europe
09/03/2020,9,3,2020,2,0,Albania,AL,Europe
01/07/2020,1,7,2020,336,7,Algeria,DZ,Africa
30/06/2020,30,6,2020,298,8,Algeria,DZ,Africa
29/06/2020,29,6,2020,305,5,Algeria,DZ,Africa
28/06/2020,28,6,2020,283,7,Algeria,DZ,Africa
27/06/2020,27,6,2020,240,7,Algeria,DZ,Africa
26/06/2020,26,6,2020,197,9,Algeria,DZ,Africa
25/06/2020,25,6,2020,172,8,Algeria,DZ,Africa
24/06/2020,24,6,2020,156,9,Algeria,DZ,Africa
23/06/2020,23,6,2020,149,7,Algeria,DZ,Africa
22/06/2020,22,6,2020,140,8,Algeria,DZ,Africa
21/06/2020,21,6,2020,127,12,Algeria,DZ,Africa
20/06/2020,20,6,2020,119,14,Algeria,DZ,Africa
19/06/2020,19,6,2020,117,12,Algeria,DZ,Africa
18/06/2020,18,6,2020,121,11,Algeria,DZ,Africa
17/06/2020,17,6,2020,116,11,Algeria,DZ,Africa
16/06/2020,16,6,2020,112,10,Algeria,DZ,Africa
15/06/2020,15,6,2020,109,7,Algeria,DZ,Africa
14/06/2020,14,6,2020,112,9,Algeria,DZ,Africa
13/06/2020,13,6,2020,109,10,Algeria,DZ,Africa
12/06/2020,12,6,2020,105,9,Algeria,DZ,Africa
11/06/2020,11,6,2020,102,8,Algeria,DZ,Africa
10/06/2020,10,6,2020,117,9,Algeria,DZ,Africa
09/06/2020,9,6,2020,111,8,Algeria,DZ,Africa
08/06/2020,8,6,2020,104,9,Algeria,DZ,Africa
07/06/2020,7,6,2020,115,8,Algeria,DZ,Africa
06/06/2020,6,6,2020,104,9,Algeria,DZ,Africa
05/06/2020,5,6,2020,205,14,Algeria,DZ,Africa
04/06/2020,4,6,2020,0,0,Algeria,DZ,Africa
03/06/2020,3,6,2020,113,6,Algeria,DZ,Africa
02/06/2020,2,6,2020,119,8,Algeria,DZ,Africa
01/06/2020,1,6,2020,127,7,Algeria,DZ,Africa
31/05/2020,31,5,2020,133,8,Algeria,DZ,Africa
30/05/2020,30,5,2020,137,8,Algeria,DZ,Africa
29/05/2020,29,5,2020,140,7,Algeria,DZ,Africa
28/05/2020,28,5,2020,160,6,Algeria,DZ,Africa
27/05/2020,27,5,2020,194,8,Algeria,DZ,Africa
26/05/2020,26,5,2020,197,9,Algeria,DZ,Africa
25/05/2020,25,5,2020,193,8,Algeria,DZ,Africa
24/05/2020,24,5,2020,195,10,Algeria,DZ,Africa
23/05/2020,23,5,2020,190,7,Algeria,DZ,Africa
22/05/2020,22,5,2020,186,7,Algeria,DZ,Africa
21/05/2020,21,5,2020,165,7,Algeria,DZ,Africa
20/05/2020,20,5,2020,176,6,Algeria,DZ,Africa
19/05/2020,19,5,2020,182,7,Algeria,DZ,Africa
18/05/2020,18,5,2020,198,6,Algeria,DZ,Africa
17/05/2020,17,5,2020,192,6,Algeria,DZ,Africa
16/05/2020,16,5,2020,187,7,Algeria,DZ,Africa
15/05/2020,15,5,2020,189,7,Algeria,DZ,Africa
14/05/2020,14,5,2020,186,7,Algeria,DZ,Africa
13/05/2020,13,5,2020,176,8,Algeria,DZ,Africa
12/05/2020,12,5,2020,168,5,Algeria,DZ,Africa
11/05/2020,11,5,2020,165,8,Algeria,DZ,Africa
10/05/2020,10,5,2020,189,6,Algeria,DZ,Africa
09/05/2020,9,5,2020,187,5,Algeria,DZ,Africa
08/05/2020,8,5,2020,185,7,Algeria,DZ,Africa
07/05/2020,7,5,2020,159,6,Algeria,DZ,Africa
06/05/2020,6,5,2020,190,5,Algeria,DZ,Africa
05/05/2020,5,5,2020,174,2,Algeria,DZ,Africa
04/05/2020,4,5,2020,179,4,Algeria,DZ,Africa
03/05/2020,3,5,2020,141,6,Algeria,DZ,Africa
02/05/2020,2,5,2020,148,3,Algeria,DZ,Africa
01/05/2020,1,5,2020,158,6,Algeria,DZ,Africa
30/04/2020,30,4,2020,199,7,Algeria,DZ,Africa
29/04/2020,29,4,2020,132,5,Algeria,DZ,Africa
28/04/2020,28,4,2020,135,7,Algeria,DZ,Africa
27/04/2020,27,4,2020,126,6,Algeria,DZ,Africa
26/04/2020,26,4,2020,129,4,Algeria,DZ,Africa
25/04/2020,25,4,2020,120,8,Algeria,DZ,Africa
24/04/2020,24,4,2020,97,5,Algeria,DZ,Africa
23/04/2020,23,4,2020,99,10,Algeria,DZ,Africa
22/04/2020,22,4,2020,93,8,Algeria,DZ,Africa
21/04/2020,21,4,2020,89,9,Algeria,DZ,Africa
20/04/2020,20,4,2020,94,8,Algeria,DZ,Africa
19/04/2020,19,4,2020,117,3,Algeria,DZ,Africa
18/04/2020,18,4,2020,150,16,Algeria,DZ,Africa
17/04/2020,17,4,2020,108,12,Algeria,DZ,Africa
16/04/2020,16,4,2020,90,11,Algeria,DZ,Africa
15/04/2020,15,4,2020,87,12,Algeria,DZ,Africa
14/04/2020,14,4,2020,69,20,Algeria,DZ,Africa
13/04/2020,13,4,2020,89,18,Algeria,DZ,Africa
12/04/2020,12,4,2020,64,19,Algeria,DZ,Africa
11/04/2020,11,4,2020,95,21,Algeria,DZ,Africa
10/04/2020,10,4,2020,94,30,Algeria,DZ,Africa
09/04/2020,9,4,2020,104,12,Algeria,DZ,Africa
08/04/2020,8,4,2020,45,20,Algeria,DZ,Africa
07/04/2020,7,4,2020,103,21,Algeria,DZ,Africa
06/04/2020,6,4,2020,69,22,Algeria,DZ,Africa
05/04/2020,5,4,2020,80,25,Algeria,DZ,Africa
04/04/2020,4,4,2020,185,42,Algeria,DZ,Africa
03/04/2020,3,4,2020,139,5,Algeria,DZ,Africa
02/04/2020,2,4,2020,131,14,Algeria,DZ,Africa
01/04/2020,1,4,2020,132,9,Algeria,DZ,Africa
31/03/2020,31,3,2020,73,4,Algeria,DZ,Africa
30/03/2020,30,3,2020,57,2,Algeria,DZ,Africa
29/03/2020,29,3,2020,45,3,Algeria,DZ,Africa
28/03/2020,28,3,2020,42,1,Algeria,DZ,Africa
27/03/2020,27,3,2020,65,4,Algeria,DZ,Africa
26/03/2020,26,3,2020,38,2,Algeria,DZ,Africa
25/03/2020,25,3,2020,34,2,Algeria,DZ,Africa
24/03/2020,24,3,2020,29,0,Algeria,DZ,Africa
23/03/2020,23,3,2020,62,2,Algeria,DZ,Africa
22/03/2020,22,3,2020,37,5,Algeria,DZ,Africa
21/03/2020,21,3,2020,12,3,Algeria,DZ,Africa
20/03/2020,20,3,2020,18,1,Algeria,DZ,Africa
19/03/2020,19,3,2020,12,1,Algeria,DZ,Africa
18/03/2020,18,3,2020,2,1,Algeria,DZ,Africa
17/03/2020,17,3,2020,10,0,Algeria,DZ,Africa
16/03/2020,16,3,2020,11,2,Algeria,DZ,Africa
15/03/2020,15,3,2020,11,0,Algeria,DZ,Africa
14/03/2020,14,3,2020,1,1,Algeria,DZ,Africa
13/03/2020,13,3,2020,5,1,Algeria,DZ,Africa
12/03/2020,12,3,2020,0,0,Algeria,DZ,Africa
09/03/2020,9,3,2020,3,0,Algeria,DZ,Africa
06/03/2020,6,3,2020,5,0,Algeria,DZ,Africa
05/03/2020,5,3,2020,7,0,Algeria,DZ,Africa
04/03/2020,4,3,2020,2,0,Algeria,DZ,Africa
02/03/2020,2,3,2020,0,0,Algeria,DZ,Africa
01/03/2020,1,3,2020,2,0,Algeria,DZ,Africa
29/02/2020,29,2,2020,0,0,Algeria,DZ,Africa
28/02/2020,28,2,2020,0,0,Algeria,DZ,Africa
27/02/2020,27,2,2020,0,0,Algeria,DZ,Africa
26/02/2020,26,2,2020,1,0,Algeria,DZ,Africa
25/02/2020,25,2,2020,0,0,Algeria,DZ,Africa
24/02/2020,24,2,2020,0,0,Algeria,DZ,Africa
23/02/2020,23,2,2020,0,0,Algeria,DZ,Africa
22/02/2020,22,2,2020,0,0,Algeria,DZ,Africa
21/02/2020,21,2,2020,0,0,Algeria,DZ,Africa
20/02/2020,20,2,2020,0,0,Algeria,DZ,Africa
19/02/2020,19,2,2020,0,0,Algeria,DZ,Africa
18/02/2020,18,2,2020,0,0,Algeria,DZ,Africa
17/02/2020,17,2,2020,0,0,Algeria,DZ,Africa
16/02/2020,16,2,2020,0,0,Algeria,DZ,Africa
15/02/2020,15,2,2020,0,0,Algeria,DZ,Africa
14/02/2020,14,2,2020,0,0,Algeria,DZ,Africa
13/02/2020,13,2,2020,0,0,Algeria,DZ,Africa
12/02/2020,12,2,2020,0,0,Algeria,DZ,Africa
11/02/2020,11,2,2020,0,0,Algeria,DZ,Africa
10/02/2020,10,2,2020,0,0,Algeria,DZ,Africa
09/02/2020,9,2,2020,0,0,Algeria,DZ,Africa
08/02/2020,8,2,2020,0,0,Algeria,DZ,Africa
07/02/2020,7,2,2020,0,0,Algeria,DZ,Africa
06/02/2020,6,2,2020,0,0,Algeria,DZ,Africa
05/02/2020,5,2,2020,0,0,Algeria,DZ,Africa
04/02/2020,4,2,2020,0,0,Algeria,DZ,Africa
03/02/2020,3,2,2020,0,0,Algeria,DZ,Africa
02/02/2020,2,2,2020,0,0,Algeria,DZ,Africa
01/02/2020,1,2,2020,0,0,Algeria,DZ,Africa
31/01/2020,31,1,2020,0,0,Algeria,DZ,Africa
30/01/2020,30,1,2020,0,0,Algeria,DZ,Africa
29/01/2020,29,1,2020,0,0,Algeria,DZ,Africa
28/01/2020,28,1,2020,0,0,Algeria,DZ,Africa
27/01/2020,27,1,2020,0,0,Algeria,DZ,Africa
26/01/2020,26,1,2020,0,0,Algeria,DZ,Africa
25/01/2020,25,1,2020,0,0,Algeria,DZ,Africa
24/01/2020,24,1,2020,0,0,Algeria,DZ,Africa
23/01/2020,23,1,2020,0,0,Algeria,DZ,Africa
22/01/2020,22,1,2020,0,0,Algeria,DZ,Africa
21/01/2020,21,1,2020,0,0,Algeria,DZ,Africa
20/01/2020,20,1,2020,0,0,Algeria,DZ,Africa
19/01/2020,19,1,2020,0,0,Algeria,DZ,Africa
18/01/2020,18,1,2020,0,0,Algeria,DZ,Africa
17/01/2020,17,1,2020,0,0,Algeria,DZ,Africa
16/01/2020,16,1,2020,0,0,Algeria,DZ,Africa
